# https://journals.aps.org/prl/pdf/10.1103/PhysRevLett.117.186401
# https://www.sciencedirect.com/science/article/pii/S0301010400001798
0.64000  0.01348
0.66000  0.02359
0.68000  0.06118
0.70000  0.10471
0.72000  0.16466
0.74000  0.29329
0.76000  0.47148
0.78000  0.85843
0.80000  1.24015
0.82000  1.77386
0.84000  2.27274
0.84455  2.37640
0.84606  2.48876
0.84801  2.63483
1.12926  2.63483
1.13339  2.27234
1.14000  1.82653
1.16000  1.31120
1.17982  0.53865
1.18661  0.43400
1.19922  0.33623
1.23336  0.08868
1.28000  0.03988
1.30000  0.03868
1.32000  0.04544
1.34000  0.05258
1.36000  0.06689
1.38000  0.08731
1.40000  0.10914
1.42000  0.13699
1.44000  0.16062
1.46000  0.20490
1.48000  0.24865
1.50000  0.29925
1.52000  0.34277
1.54000  0.39997
1.56000  0.46446
1.58000  0.51469
1.60000  0.57865
1.62000  0.62695
1.64000  0.67662
1.66000  0.71182
1.68000  0.76838
1.70000  0.83333
1.72000  0.88406
1.74000  0.93151
1.76000  0.96958
1.78000  1.00340
1.80000  1.02101
1.82000  1.04223
1.84000  1.06556
1.86000  1.05596
1.88000  1.03059
1.90000  0.99643
1.92000  0.97239
1.94000  0.94691
1.96000  0.90846
1.98000  0.88063
2.00000  0.83237
2.02000  0.78714
2.04000  0.73986
2.06000  0.69591
2.08000  0.64172
2.10000  0.58614
2.12000  0.54598
2.14000  0.49399
2.16000  0.46234
2.18000  0.42383
2.20000  0.38790
2.22000  0.36013
2.24000  0.33453
2.26000  0.31765
2.28000  0.29956
2.30000  0.28653
2.32000  0.26866
2.34000  0.25488
2.36000  0.24570
2.38000  0.23745
2.40000  0.23334
2.42000  0.23044
2.44000  0.23206
2.46000  0.23221
2.48000  0.23481
2.50000  0.24295
2.52000  0.24855
2.54000  0.25970
2.56000  0.27190
2.58000  0.28656
2.60000  0.30143
2.62000  0.32092
2.64000  0.34979
2.66000  0.36966
2.68000  0.39174
2.70000  0.41231
2.72000  0.44108
2.74000  0.47002
2.76000  0.50340
2.78000  0.53650
2.80000  0.56183
2.82000  0.59743
2.84000  0.62729
2.86000  0.66478
2.88000  0.69521
2.90000  0.74087
2.92000  0.78641
2.94000  0.82876
2.96000  0.87822
2.98000  0.92947
3.00000  0.98283
3.02000  1.02985
3.04000  1.08958
3.06000  1.13176
3.08000  1.18176
3.10000  1.23929
3.12000  1.28985
3.14000  1.33364
3.16000  1.36390
3.18000  1.40457
3.20000  1.43434
3.22000  1.46478
3.24000  1.48501
3.26000  1.49687
3.28000  1.51166
3.30000  1.51863
3.32000  1.52284
3.34000  1.51936
3.36000  1.51072
3.38000  1.50522
3.40000  1.49125
3.42000  1.47813
3.44000  1.45694
3.46000  1.43036
3.48000  1.41091
3.50000  1.38698
3.52000  1.36168
3.54000  1.33693
3.56000  1.31634
3.58000  1.29287
3.60000  1.27331
3.62000  1.24862
3.64000  1.21881
3.66000  1.19849
3.68000  1.17839
3.70000  1.15894
3.72000  1.14207
3.74000  1.13053
3.76000  1.11435
3.78000  1.09882
3.80000  1.08632
3.82000  1.07264
3.84000  1.06089
3.86000  1.05001
3.88000  1.04239
3.90000  1.03217
3.92000  1.02351
3.94000  1.01652
3.96000  1.01096
3.98000  1.00615
4.00000  1.00035
4.02000  0.99842
4.04000  0.99527
4.06000  0.99064
4.08000  0.98570
4.10000  0.98197
4.12000  0.98133
4.14000  0.98036
4.16000  0.97923
4.18000  0.97942
4.20000  0.97915
4.22000  0.97611
4.24000  0.97420
4.26000  0.97415
4.28000  0.97435
4.30000  0.97330
4.32000  0.97167
4.34000  0.97147
4.36000  0.97085
4.38000  0.96974
4.40000  0.96760
4.42000  0.96558
4.44000  0.96612
4.46000  0.96683
4.48000  0.96564
4.50000  0.96439
4.52000  0.96225
4.54000  0.96013
4.56000  0.95975
4.58000  0.95980
4.60000  0.95978
4.62000  0.95978
4.64000  0.95979
4.66000  0.95975
4.68000  0.95988
4.70000  0.95902
4.72000  0.95724
4.74000  0.95663
4.76000  0.95621
4.78000  0.95634
4.80000  0.95514
4.82000  0.95325
4.84000  0.95346
4.86000  0.95400
4.88000  0.95604
4.90000  0.95807
4.92000  0.95914
4.94000  0.96066
4.96000  0.96212
4.98000  0.96488
5.00000  0.96681
5.02000  0.96946
5.04000  0.97286
5.06000  0.97403
5.08000  0.97764
5.10000  0.98154
5.12000  0.98320
5.14000  0.98430
5.16000  0.98648
5.18000  0.98872
5.20000  0.98884
5.22000  0.98908
5.24000  0.99109
5.26000  0.99186
5.28000  0.99255
5.30000  0.99461
5.32000  0.99574
5.34000  0.99723
5.36000  0.99857
5.38000  0.99806
5.40000  0.99821
5.42000  0.99832
5.44000  0.99777
5.46000  0.99833
5.48000  0.99759
5.50000  0.99550
5.52000  0.99494
5.54000  0.99475
5.56000  0.99280
5.58000  0.99197
5.60000  0.99194
5.62000  0.99188
5.64000  0.99200
5.66000  0.99213
5.68000  0.99155
5.70000  0.98992
5.72000  0.98902
5.74000  0.98936
5.76000  0.98961
5.78000  0.98935
5.80000  0.98906
5.82000  0.98971
5.84000  0.98787
5.86000  0.98474
5.88000  0.98338
5.90000  0.98299
5.92000  0.98306
5.94000  0.98304
5.96000  0.98305
5.98000  0.98305
