# https://journals.aps.org/prl/pdf/10.1103/PhysRevLett.117.186401
# https://www.sciencedirect.com/science/article/pii/S0301010400001798
1.16000  0.02001
1.19000  0.03528
1.22000  0.06216
1.25000  0.11254
1.28000  0.18960
1.31000  0.30001
1.34000  0.45423
1.37000  0.64092
1.40000  0.85204
1.43000  1.07440
1.46000  1.28413
1.49000  1.46367
1.52000  1.58015
1.55000  1.60677
1.58000  1.54544
1.61000  1.38826
1.64000  1.16744
1.67000  0.93406
1.70000  0.71903
1.73000  0.53639
1.76000  0.38722
1.79000  0.28931
1.82000  0.24370
1.85000  0.23194
1.88000  0.24759
1.91000  0.28508
1.94000  0.33987
1.97000  0.41133
2.00000  0.49351
2.03000  0.58239
2.06000  0.67707
2.09000  0.77223
2.12000  0.86835
2.15000  0.96221
2.18000  1.04856
2.21000  1.12810
2.24000  1.19775
2.27000  1.25018
2.30000  1.28671
2.33000  1.30506
2.36000  1.30745
2.39000  1.30153
2.42000  1.28901
2.45000  1.26827
2.48000  1.23929
2.51000  1.20230
2.54000  1.16079
2.57000  1.11819
2.60000  1.07552
2.63000  1.03404
2.66000  0.99332
2.69000  0.95527
2.72000  0.92211
2.75000  0.89318
2.78000  0.86702
2.81000  0.84223
2.84000  0.81876
2.87000  0.79973
2.90000  0.78696
2.93000  0.77963
2.96000  0.77694
2.99000  0.77664
3.02000  0.77776
3.05000  0.78112
3.08000  0.78686
3.11000  0.79492
3.14000  0.80501
3.17000  0.81514
3.20000  0.82556
3.23000  0.83756
3.26000  0.85133
3.29000  0.86733
3.32000  0.88603
3.35000  0.90547
3.38000  0.92578
3.41000  0.94770
3.44000  0.97036
3.47000  0.99327
3.50000  1.01663
3.53000  1.03922
3.56000  1.06116
3.59000  1.08183
3.62000  1.09987
3.65000  1.11501
3.68000  1.12719
3.71000  1.13661
3.74000  1.14427
3.77000  1.15014
3.80000  1.15390
3.83000  1.15544
3.86000  1.15465
3.89000  1.15226
3.92000  1.14866
3.95000  1.14341
3.98000  1.13686
4.01000  1.12976
4.04000  1.12239
4.07000  1.11515
4.10000  1.10793
4.13000  1.10023
4.16000  1.09163
4.19000  1.08241
4.22000  1.07310
4.25000  1.06437
4.28000  1.05673
4.31000  1.05005
4.34000  1.04339
4.37000  1.03625
4.40000  1.02923
4.43000  1.02315
4.46000  1.01847
4.49000  1.01490
4.52000  1.01153
4.55000  1.00785
4.58000  1.00425
4.61000  1.00160
4.64000  1.00011
4.67000  0.99898
4.70000  0.99774
4.73000  0.99635
4.76000  0.99492
4.79000  0.99353
4.82000  0.99205
4.85000  0.99025
4.88000  0.98817
4.91000  0.98603
4.94000  0.98410
4.97000  0.98249
5.00000  0.98089
5.03000  0.97869
5.06000  0.97582
5.09000  0.97256
5.12000  0.96929
5.15000  0.96617
5.18000  0.96348
5.21000  0.96153
5.24000  0.96022
5.27000  0.95953
5.30000  0.95951
5.33000  0.96023
5.36000  0.96168
5.39000  0.96337
5.42000  0.96478
5.45000  0.96538
5.48000  0.96546
5.51000  0.96615
5.54000  0.96754
5.57000  0.96835
5.60000  0.96871
5.63000  0.96957
5.66000  0.97143
5.69000  0.97463
5.72000  0.97844
5.75000  0.98058
5.78000  0.98130
5.81000  0.98194
5.84000  0.98313
5.87000  0.98509
5.90000  0.98745
5.93000  0.98900
5.96000  0.98989
5.99000  0.99095
6.02000  0.99245
6.05000  0.99435
6.08000  0.99656
6.11000  0.99866
6.14000  1.00035
6.17000  1.00120
6.20000  1.00126
6.23000  1.00112
6.26000  1.00104
6.29000  1.00090
6.32000  1.00092
6.35000  1.00159
6.38000  1.00283
6.41000  1.00409
6.44000  1.00482
6.47000  1.00465
6.50000  1.00413
6.53000  1.00418
6.56000  1.00480
6.59000  1.00512
6.62000  1.00458
6.65000  1.00350
6.68000  1.00260
6.71000  1.00273
6.74000  1.00372
6.77000  1.00441
6.80000  1.00435
6.83000  1.00441
6.86000  1.00484
6.89000  1.00537
6.92000  1.00579
6.95000  1.00594
6.98000  1.00588
7.01000  1.00606
7.04000  1.00643
7.07000  1.00658
7.10000  1.00639
7.13000  1.00600
7.16000  1.00562
7.19000  1.00553
7.22000  1.00570
7.25000  1.00598
7.28000  1.00625
7.31000  1.00643
7.34000  1.00645
7.37000  1.00617
7.40000  1.00568
7.43000  1.00532
7.46000  1.00529
7.49000  1.00572
7.52000  1.00627
7.55000  1.00624
7.58000  1.00566
7.61000  1.00550
7.64000  1.00563
7.67000  1.00546
7.70000  1.00479
7.73000  1.00367
7.76000  1.00230
7.79000  1.00118
7.82000  1.00041
7.85000  1.00000
7.88000  0.99986
7.91000  0.99979
7.94000  0.99971
