#distance(angstrom) intensity error 
# 295.1 K
# g_OO(r)s (tab separated columns) obtained from high energy x-ray scattering (See LB Skinner CJ Benmore JCP 2014).																											
"# a = levitated droplets (lowest quality), b = flowing water stream (best quality), c = water in thin walled SiO2 glass capillary (medium quality)"																											
"# data generated by Fourier transform with a consistent maximum Q = 18.1 and an r-dependent smoothing function to minize unphysical high frequency noise (see LB Skinner et al JCP,138,074506, 2013)"																											
"# error bars (err) are generated as described in  LB Skinner et al JCP,138,074506 (2013). Signal at r<2.3 Angstrom is deemed unphysical and has beeen smoothly attenuated to zero"	
0.00 0.000000 0.000000
0.01 0.000000 0.000000
0.02 0.000000 0.000000
0.03 0.000000 0.000000
0.04 0.000000 0.000000
0.05 0.000000 0.000000
0.06 0.000000 0.000000
0.07 0.000000 0.000000
0.08 0.000000 0.000000
0.09 0.000000 0.000000
0.10 0.000000 0.000000
0.11 0.000000 0.000000
0.12 0.000000 0.000000
0.13 0.000000 0.000000
0.14 0.000000 0.000000
0.15 0.000000 0.000000
0.16 0.000000 0.000000
0.17 0.000000 0.000000
0.18 0.000000 0.000000
0.19 0.000000 0.000000
0.20 0.000000 0.000000
0.21 0.000000 0.000000
0.22 0.000000 0.000000
0.23 0.000000 0.000000
0.24 0.000000 0.000000
0.25 0.000000 0.000000
0.26 0.000000 0.000000
0.27 0.000000 0.000000
0.28 0.000000 0.000000
0.29 0.000000 0.000000
0.30 0.000000 0.000000
0.31 0.000000 0.000000
0.32 0.000000 0.000000
0.33 0.000000 0.000000
0.34 0.000000 0.000000
0.35 0.000000 0.000000
0.36 0.000000 0.000000
0.37 0.000000 0.000000
0.38 0.000000 0.000000
0.39 0.000000 0.000000
0.40 0.000000 0.000000
0.41 0.000000 0.000000
0.42 0.000000 0.000000
0.43 0.000000 0.000000
0.44 0.000000 0.000000
0.45 0.000000 0.000000
0.46 0.000000 0.000000
0.47 0.000000 0.000000
0.48 0.000000 0.000000
0.49 0.000000 0.000000
0.50 0.000000 0.000000
0.51 0.000000 0.000000
0.52 0.000000 0.000000
0.53 0.000000 0.000000
0.54 0.000000 0.000000
0.55 0.000000 0.000000
0.56 0.000000 0.000000
0.57 0.000000 0.000000
0.58 0.000000 0.000000
0.59 0.000000 0.000000
0.60 0.000000 0.000000
0.61 0.000000 0.000000
0.62 0.000000 0.000000
0.63 0.000000 0.000000
0.64 0.000000 0.000000
0.65 0.000000 0.000000
0.66 0.000000 0.000000
0.67 0.000000 0.000000
0.68 0.000000 0.000000
0.69 0.000000 0.000000
0.70 0.000000 0.000000
0.71 0.000000 0.000000
0.72 0.000000 0.000000
0.73 0.000000 0.000000
0.74 0.000000 0.000000
0.75 0.000000 0.000000
0.76 0.000000 0.000000
0.77 0.000000 0.000000
0.78 0.000000 0.000000
0.79 0.000000 0.000000
0.80 0.000000 0.000000
0.81 0.000000 0.000000
0.82 0.000000 0.000000
0.83 0.000000 0.000000
0.84 0.000000 0.000000
0.85 0.000000 0.000000
0.86 0.000000 0.000000
0.87 0.000000 0.000000
0.88 0.000000 0.000000
0.89 0.000000 0.000000
0.90 0.000000 0.000000
0.91 0.000000 0.000000
0.92 0.000000 0.000000
0.93 0.000000 0.000000
0.94 0.000000 0.000000
0.95 0.000000 0.000000
0.96 0.000000 0.000000
0.97 0.000000 0.000000
0.98 0.000000 0.000000
0.99 0.000000 0.000000
1.00 0.000000 0.000000
1.01 0.000000 0.000000
1.02 0.000000 0.000000
1.03 0.000000 0.000000
1.04 0.000000 0.000000
1.05 0.000000 0.000000
1.06 0.000000 0.000000
1.07 0.000000 0.000000
1.08 0.000000 0.000000
1.09 0.000000 0.000000
1.10 0.000000 0.000000
1.11 0.000000 0.000000
1.12 0.000000 0.000000
1.13 0.000000 0.000000
1.14 0.000000 0.000000
1.15 0.000000 0.000000
1.16 0.000000 0.000000
1.17 0.000000 0.000000
1.18 0.000000 0.000000
1.19 0.000000 0.000000
1.20 0.000000 0.000000
1.21 0.000000 0.000000
1.22 0.000000 0.000000
1.23 0.000000 0.000000
1.24 0.000000 0.000000
1.25 0.000000 0.000000
1.26 0.000000 0.000000
1.27 0.000000 0.000000
1.28 0.000000 0.000000
1.29 0.000000 0.000000
1.30 0.000000 0.000000
1.31 0.000000 0.000000
1.32 0.000000 0.000000
1.33 0.000000 0.000000
1.34 0.000000 0.000000
1.35 0.000000 0.000000
1.36 0.000000 0.000000
1.37 0.000000 0.000000
1.38 0.000000 0.000000
1.39 0.000000 0.000000
1.40 0.000000 0.000000
1.41 0.000000 0.000000
1.42 0.000000 0.000000
1.43 0.000000 0.000000
1.44 0.000000 0.000000
1.45 0.000000 0.000000
1.46 0.000000 0.000000
1.47 0.000000 0.000000
1.48 0.000000 0.000000
1.49 0.000000 0.000000
1.50 0.000000 0.000000
1.51 0.000000 0.000000
1.52 0.000000 0.000000
1.53 0.000000 0.000000
1.54 0.000000 0.000000
1.55 0.000000 0.000000
1.56 0.000000 0.000000
1.57 0.000000 0.000000
1.58 0.000000 0.000000
1.59 0.000000 0.000000
1.60 0.000000 0.000000
1.61 0.000000 0.000000
1.62 0.000000 0.000000
1.63 0.000000 0.000000
1.64 0.000000 0.000000
1.65 0.000000 0.000000
1.66 0.000000 0.000000
1.67 0.000000 0.000000
1.68 0.000000 0.000000
1.69 0.000000 0.000000
1.70 0.000000 0.000000
1.71 0.000000 0.000000
1.72 0.000000 0.000000
1.73 0.000000 0.000000
1.74 0.000000 0.000000
1.75 0.000000 0.000000
1.76 0.000000 0.000000
1.77 0.000000 0.000000
1.78 0.000000 0.000000
1.79 0.000000 0.000000
1.80 0.000000 0.000000
1.81 0.000000 0.000000
1.82 0.000000 0.000000
1.83 0.000000 0.000000
1.84 0.000000 0.000000
1.85 0.000000 0.000000
1.86 0.000000 0.000000
1.87 0.000000 0.000000
1.88 0.000000 0.000000
1.89 0.000000 0.000000
1.90 0.000000 0.000000
1.91 0.000000 0.000000
1.92 0.000000 0.000000
1.93 0.000000 0.000000
1.94 0.000000 0.000000
1.95 0.000000 0.000000
1.96 0.000000 0.000000
1.97 0.000000 0.000000
1.98 0.000000 0.000000
1.99 0.000000 0.000000
2.00 0.000000 0.000000
2.01 0.000000 0.000000
2.02 0.000000 0.000000
2.03 0.000000 0.000000
2.04 0.000000 0.000000
2.05 0.000000 0.000000
2.06 0.000000 0.000000
2.07 0.000000 0.000000
2.08 0.000000 0.000000
2.09 0.000000 0.000000
2.10 0.000000 0.000000
2.11 0.000000 0.000000
2.12 0.000000 0.000000
2.13 0.000000 0.000000
2.14 0.000000 0.000000
2.15 0.000000 0.000000
2.16 0.000000 0.000000
2.17 0.000000 0.000000
2.18 0.000000 0.000000
2.19 0.000000 0.000000
2.20 0.000000 0.000000
2.21 0.000000 0.000000
2.22 0.000000 0.000000
2.23 0.000000 0.000000
2.24 0.000000 0.000000
2.25 0.000000 0.000000
2.26 0.000000 0.000000
2.27 0.000000 0.000000
2.28 0.000000 0.000000
2.29 0.000000 0.000000
2.30 0.000000 0.000000
2.31 0.000114 0.000181
2.32 0.000464 0.000721
2.33 0.001051 0.001604
2.34 0.001870 0.002807
2.35 0.002922 0.004297
2.36 0.004239 0.006038
2.37 0.005904 0.007989
2.38 0.008079 0.010108
2.39 0.011024 0.012353
2.40 0.015113 0.014681
2.41 0.020836 0.017051
2.42 0.028785 0.019420
2.43 0.039629 0.021740
2.44 0.054061 0.023961
2.45 0.072737 0.026025
2.46 0.096197 0.027872
2.47 0.124784 0.029438
2.48 0.158554 0.030663
2.49 0.197204 0.031493
2.50 0.240017 0.031888
2.51 0.287599 0.032018
2.52 0.341391 0.032073
2.53 0.401525 0.032053
2.54 0.468040 0.031962
2.55 0.540870 0.031812
2.56 0.619843 0.031618
2.57 0.704678 0.031400
2.58 0.794982 0.031176
2.59 0.890254 0.030965
2.60 0.989892 0.030781
2.61 1.093196 0.030633
2.62 1.199381 0.030522
2.63 1.307586 0.030440
2.64 1.416890 0.030373
2.65 1.526327 0.030300
2.66 1.634896 0.030197
2.67 1.741588 0.030038
2.68 1.845392 0.029799
2.69 1.945321 0.029457
2.70 2.040424 0.028999
2.71 2.129800 0.028416
2.72 2.212619 0.027709
2.73 2.288128 0.026885
2.74 2.355670 0.025964
2.75 2.414687 0.024973
2.76 2.464734 0.023947
2.77 2.505481 0.022928
2.78 2.536718 0.021962
2.79 2.558357 0.021097
2.80 2.570430 0.020374
2.81 2.573089 0.019826
2.82 2.566598 0.019469
2.83 2.551329 0.019299
2.84 2.527752 0.019297
2.85 2.496425 0.019425
2.86 2.457985 0.019641
2.87 2.413131 0.019898
2.88 2.362617 0.020156
2.89 2.307232 0.020381
2.90 2.247790 0.020549
2.91 2.185112 0.020648
2.92 2.120017 0.020676
2.93 2.053303 0.020638
2.94 1.985739 0.020550
2.95 1.918050 0.020431
2.96 1.850908 0.020305
2.97 1.784923 0.020195
2.98 1.720639 0.020122
2.99 1.658523 0.020100
3.00 1.598965 0.020136
3.01 1.542276 0.020229
3.02 1.488688 0.020369
3.03 1.438357 0.020539
3.04 1.391367 0.020720
3.05 1.347733 0.020888
3.06 1.307409 0.021025
3.07 1.270297 0.021112
3.08 1.236253 0.021137
3.09 1.205098 0.021094
3.10 1.176624 0.020979
3.11 1.150608 0.020800
3.12 1.126814 0.020563
3.13 1.105007 0.020284
3.14 1.084958 0.019977
3.15 1.066446 0.019660
3.16 1.049270 0.019347
3.17 1.033248 0.019054
3.18 1.018223 0.018789
3.19 1.004061 0.018558
3.20 0.990653 0.018361
3.21 0.977916 0.018194
3.22 0.965788 0.018050
3.23 0.954229 0.017919
3.24 0.943216 0.017790
3.25 0.932742 0.017654
3.26 0.922811 0.017501
3.27 0.913435 0.017328
3.28 0.904630 0.017130
3.29 0.896415 0.016909
3.30 0.888810 0.016667
3.31 0.881827 0.016408
3.32 0.875479 0.016139
3.33 0.869770 0.015867
3.34 0.864697 0.015600
3.35 0.860251 0.015342
3.36 0.856416 0.015100
