Neighbor info at step 69000: radial(max=410,actual=238), angular(max=190,actual=107).
Neighbor info at step 70000: radial(max=410,actual=239), angular(max=190,actual=107).
Neighbor info at step 71000: radial(max=410,actual=238), angular(max=190,actual=105).
Neighbor info at step 72000: radial(max=410,actual=239), angular(max=190,actual=104).
Neighbor info at step 73000: radial(max=410,actual=239), angular(max=190,actual=106).
Neighbor info at step 74000: radial(max=410,actual=241), angular(max=190,actual=106).
Neighbor info at step 75000: radial(max=410,actual=242), angular(max=190,actual=106).
Neighbor info at step 76000: radial(max=410,actual=238), angular(max=190,actual=105).
Neighbor info at step 77000: radial(max=410,actual=239), angular(max=190,actual=106).
Neighbor info at step 78000: radial(max=410,actual=242), angular(max=190,actual=107).
Neighbor info at step 79000: radial(max=410,actual=245), angular(max=190,actual=108).
Neighbor info at step 80000: radial(max=410,actual=238), angular(max=190,actual=102).
Neighbor info at step 81000: radial(max=410,actual=235), angular(max=190,actual=105).
Neighbor info at step 82000: radial(max=410,actual=238), angular(max=190,actual=104).
Neighbor info at step 83000: radial(max=410,actual=241), angular(max=190,actual=105).
Neighbor info at step 84000: radial(max=410,actual=241), angular(max=190,actual=106).
Neighbor info at step 85000: radial(max=410,actual=241), angular(max=190,actual=107).
Neighbor info at step 86000: radial(max=410,actual=233), angular(max=190,actual=102).
Neighbor info at step 87000: radial(max=410,actual=238), angular(max=190,actual=104).
Neighbor info at step 88000: radial(max=410,actual=237), angular(max=190,actual=104).
Neighbor info at step 89000: radial(max=410,actual=234), angular(max=190,actual=106).
Neighbor info at step 90000: radial(max=410,actual=238), angular(max=190,actual=107).
Neighbor info at step 91000: radial(max=410,actual=238), angular(max=190,actual=103).
Neighbor info at step 92000: radial(max=410,actual=237), angular(max=190,actual=107).
Neighbor info at step 93000: radial(max=410,actual=239), angular(max=190,actual=107).
Neighbor info at step 94000: radial(max=410,actual=243), angular(max=190,actual=111).
Neighbor info at step 95000: radial(max=410,actual=238), angular(max=190,actual=104).
Neighbor info at step 96000: radial(max=410,actual=238), angular(max=190,actual=104).
Neighbor info at step 97000: radial(max=410,actual=236), angular(max=190,actual=103).
Neighbor info at step 98000: radial(max=410,actual=236), angular(max=190,actual=107).
Neighbor info at step 99000: radial(max=410,actual=238), angular(max=190,actual=105).
Neighbor info at step 100000: radial(max=410,actual=238), angular(max=190,actual=105).
Neighbor info at step 101000: radial(max=410,actual=240), angular(max=190,actual=104).
Neighbor info at step 102000: radial(max=410,actual=241), angular(max=190,actual=110).
Neighbor info at step 103000: radial(max=410,actual=239), angular(max=190,actual=107).
Neighbor info at step 104000: radial(max=410,actual=234), angular(max=190,actual=104).
Neighbor info at step 105000: radial(max=410,actual=239), angular(max=190,actual=107).
Neighbor info at step 106000: radial(max=410,actual=238), angular(max=190,actual=109).
Neighbor info at step 107000: radial(max=410,actual=234), angular(max=190,actual=106).
Neighbor info at step 108000: radial(max=410,actual=239), angular(max=190,actual=106).
Neighbor info at step 109000: radial(max=410,actual=236), angular(max=190,actual=102).
Neighbor info at step 110000: radial(max=410,actual=233), angular(max=190,actual=103).
Neighbor info at step 111000: radial(max=410,actual=234), angular(max=190,actual=103).
Neighbor info at step 112000: radial(max=410,actual=235), angular(max=190,actual=105).
Neighbor info at step 113000: radial(max=410,actual=234), angular(max=190,actual=106).
Neighbor info at step 114000: radial(max=410,actual=237), angular(max=190,actual=107).
Neighbor info at step 115000: radial(max=410,actual=242), angular(max=190,actual=106).
Neighbor info at step 116000: radial(max=410,actual=238), angular(max=190,actual=104).
Neighbor info at step 117000: radial(max=410,actual=236), angular(max=190,actual=103).
Neighbor info at step 118000: radial(max=410,actual=242), angular(max=190,actual=107).
Neighbor info at step 119000: radial(max=410,actual=235), angular(max=190,actual=103).
Neighbor info at step 120000: radial(max=410,actual=237), angular(max=190,actual=105).
Neighbor info at step 121000: radial(max=410,actual=237), angular(max=190,actual=103).
Neighbor info at step 122000: radial(max=410,actual=237), angular(max=190,actual=102).
Neighbor info at step 123000: radial(max=410,actual=235), angular(max=190,actual=103).
Neighbor info at step 124000: radial(max=410,actual=236), angular(max=190,actual=105).
Neighbor info at step 125000: radial(max=410,actual=237), angular(max=190,actual=101).
Neighbor info at step 126000: radial(max=410,actual=234), angular(max=190,actual=105).
Neighbor info at step 127000: radial(max=410,actual=237), angular(max=190,actual=106).
Neighbor info at step 128000: radial(max=410,actual=235), angular(max=190,actual=106).
Neighbor info at step 129000: radial(max=410,actual=235), angular(max=190,actual=104).
Neighbor info at step 130000: radial(max=410,actual=236), angular(max=190,actual=104).
Neighbor info at step 131000: radial(max=410,actual=235), angular(max=190,actual=102).
Neighbor info at step 132000: radial(max=410,actual=245), angular(max=190,actual=105).
Neighbor info at step 133000: radial(max=410,actual=237), angular(max=190,actual=106).
Neighbor info at step 134000: radial(max=410,actual=234), angular(max=190,actual=103).
Neighbor info at step 135000: radial(max=410,actual=239), angular(max=190,actual=104).
Neighbor info at step 136000: radial(max=410,actual=236), angular(max=190,actual=105).
Neighbor info at step 137000: radial(max=410,actual=243), angular(max=190,actual=107).
Neighbor info at step 138000: radial(max=410,actual=240), angular(max=190,actual=103).
Neighbor info at step 139000: radial(max=410,actual=238), angular(max=190,actual=105).
Neighbor info at step 140000: radial(max=410,actual=243), angular(max=190,actual=113).
Neighbor info at step 141000: radial(max=410,actual=240), angular(max=190,actual=107).
Neighbor info at step 142000: radial(max=410,actual=240), angular(max=190,actual=105).
Neighbor info at step 143000: radial(max=410,actual=236), angular(max=190,actual=105).
Neighbor info at step 144000: radial(max=410,actual=238), angular(max=190,actual=108).
Neighbor info at step 145000: radial(max=410,actual=240), angular(max=190,actual=106).
Neighbor info at step 146000: radial(max=410,actual=235), angular(max=190,actual=102).
Neighbor info at step 147000: radial(max=410,actual=235), angular(max=190,actual=106).
Neighbor info at step 148000: radial(max=410,actual=234), angular(max=190,actual=107).
Neighbor info at step 149000: radial(max=410,actual=241), angular(max=190,actual=107).
Neighbor info at step 150000: radial(max=410,actual=238), angular(max=190,actual=102).
